ID,Admission_year,Gender,Age,HSC_passing_year,Program,Current_semester,Meritorious_scholarship,University_transportation,Study_hour,Study_times,Preferable_learning_mode,Smartphone,Personal_computer,Social_media,English_proficiency,Average_class_attendance,Probation,Suspension,Teacher_consultancy,Skills,Skill_development_hour,Interested_area,Relationship_status,Cocurriculum_activities,Living_with,Health_issues,Previous_SGPA,Physical_disabilities,Current_CGPA,Credit_completed,Monthly_family_income
10595,2021,Male,21,2020,BCSE,5,No,No,3,3,Offline,Yes,Yes,2,Basic,100,No,No,Yes,Programming,2,Software,Single,No,Bachelor,No,3.31,No,3.27,49,30000
10596,2022,Female,19,2020,BCSE,2,Yes,Yes,5,2,Online,Yes,Yes,1,Intermediate,99,No,No,Yes,Programming,1,Software,Single,Yes,Family,No,4.00,Yes,4.00,11,35000
10597,2022,Male,20,2020,BCSE,2,Yes,No,0,0,Offline,Yes,Yes,4,Basic,100,No,No,No,Programming,1,Software,Single,No,Bachelor,No,4.00,No,4.00,12,20000
10598,2021,Male,20,2020,BCSE,3,Yes,No,1,1,Online,Yes,Yes,2,Intermediate,75,Yes,No,Yes,Programming,1,Machine Learning,Single,No,Bachelor,Yes,2.08,No,2.68,20,50000
10599,2021,Female,22,2020,BCSE,3,No,Yes,6,2,Offline,Yes,Yes,3,Basic,80,Yes,No,Yes,Programming,2,Software,Single,No,Family,No,2.62,No,2.64,18,5000
10600,2022,Male,19,2020,BCSE,1,Yes,Yes,2,1,Offline,Yes,Yes,8,Basic,100,No,No,Yes,Web development,2,Software,Single,Yes,Bachelor,No,3.89,No,3.89,12,35000
10601,2018,Female,23,2016,BCSE,14,No,Yes,2,1,Offline,Yes,Yes,8,Advance,70,Yes,No,Yes,Networking,1,Machine Learning,Relationship,No,Family,No,2.75,No,2.88,111,70000
10602,2020,Male,22,2018,BCSE,8,No,No,5,2,Online,No,Yes,2,Intermediate,98,No,No,No,Web development,3,Software,Single,No,Family,No,4.00,No,3.97,87,30000
10603,2020,Male,22,2018,BCSE,8,Yes,No,3,2,Online,Yes,Yes,2,Intermediate,95,No,No,No,Web development,2,Software,Single,No,Bachelor,No,3.57,No,3.57,90,40000
10604,2020,Female,22,2018,BCSE,8,Yes,No,2,1,Offline,Yes,Yes,2,Intermediate,98,No,No,Yes,Software Development,0,Software,Single,No,Bachelor,Yes,3.19,No,3.41,90,62488
10605,2019,Male,23,2018,BCSE,11,Yes,No,8,2,Offline,Yes,Yes,2,Intermediate,99,No,No,No,Web development,3,Software,Single,No,Bachelor,No,3.60,No,3.90,130,24000
10606,2020,Female,20,2019,BCSE,7,No,Yes,6,2,Offline,Yes,Yes,6,Intermediate,85,Yes,No,Yes,Software Development,3,Software,Single,No,Family,No,2.88,No,2.88,68,100000
10607,2022,Male,20,2020,BCSE,2,Yes,No,3,2,Offline,Yes,No,6,Basic,90,Yes,No,Yes,Programming,2,Software,Single,No,Bachelor,No,2.74,No,2.74,23,20000
10608,2021,Female,20,2019,BCSE,3,No,Yes,5,3,Offline,Yes,No,3,Basic,50,Yes,No,No,Programming,3,Hardware,Single,No,Family,No,1.41,No,2.55,25,10000
10609,2019,Female,22,2017,BCSE,11,No,No,5,2,Offline,Yes,Yes,3,Intermediate,100,No,No,Yes,Web development,2,Machine Learning,Single,No,Bachelor,No,3.42,No,3.32,122,40000
10610,2019,Female,22,2017,BCSE,11,No,No,5,2,Offline,Yes,Yes,3,Intermediate,99,No,No,Yes,Web development,2,Machine Learning,Single,No,Bachelor,No,3.10,No,3.08,118,40000
10611,2020,Male,21,2019,BCSE,8,Yes,No,2,1,Online,Yes,Yes,1,Advance,90,No,No,No,Programming,2,Machine Learning,Single,No,Bachelor,No,3.96,No,3.86,87,120000
10612,2022,Male,20,2020,BCSE,2,Yes,No,3,2,Online,Yes,Yes,2,Intermediate,70,No,No,Yes,Programming,1,Data Science,Single,No,Bachelor,No,3.29,No,3.29,11,40000
10613,2022,Female,22,2017,BCSE,1,Yes,Yes,3,3,Offline,Yes,Yes,3,Basic,100,No,No,No,Programming,2,Software,Single,No,Family,No,3.75,No,3.75,12,50000
10614,2020,Female,21,2019,BCSE,8,Yes,No,5,2,Offline,Yes,Yes,2,Intermediate,100,No,No,Yes,Programming,2,Software,Single,No,Bachelor,No,3.66,No,3.80,87,50000
10615,2022,Female,20,2019,BCSE,1,Yes,Yes,2,3,Offline,Yes,Yes,1,Basic,97,No,No,Yes,Programming,2,NETWORKING,Single,Yes,Family,No,0.00,No,0.00,0,45000
10616,2019,Male,21,2019,BCSE,8,Yes,No,4,2,Offline,Yes,Yes,1,Intermediate,90,No,No,Yes,Cyber security,2,NETWORKING,Single,No,Bachelor,No,3.88,No,3.71,92,30000
10617,2020,Male,22,2018,BCSE,8,Yes,Yes,2,1,Online,Yes,Yes,1,Intermediate,90,No,No,No,Programming,2,Software,Single,Yes,Bachelor,No,4.00,No,3.89,75,30000
10618,2019,Male,21,2018,BCSE,8,Yes,Yes,2,2,Offline,No,Yes,3,Intermediate,90,No,No,Yes,Web development,2,Software,Single,Yes,Bachelor,No,3.64,No,3.42,100,18000
10619,2018,Male,25,2016,BCSE,13,Yes,Yes,2,2,Online,Yes,Yes,3,Intermediate,90,Yes,Yes,Yes,Programming,2,Software,Single,No,Family,No,2.40,No,2.41,86,50000
10620,2021,Female,20,2020,BCSE,2,No,No,2,1,Offline,Yes,No,3,Basic,90,No,No,No,Programming,2,Software,Single,Yes,Bachelor,Yes,2.67,No,2.67,12,25000
10621,2021,Female,22,2018,BCSE,2,Yes,No,4,2,Offline,Yes,Yes,3,Basic,80,Yes,No,Yes,Programming,3,Software,Married,No,Family,Yes,2.86,No,2.86,15,50000
10622,2021,Male,20,2020,BCSE,3,Yes,No,1,1,Online,Yes,Yes,2,Intermediate,80,No,No,No,Programming,1,Software,Single,Yes,Bachelor,Yes,2.63,No,3.07,27,25000
10623,2020,Female,21,2018,BCSE,8,No,Yes,3,2,Online,Yes,Yes,1,Intermediate,96,No,No,Yes,Web development,2,Machine Learning,Single,No,Family,Yes,3.48,No,3.74,87,20000
10624,2022,Male,19,2020,BCSE,2,Yes,Yes,1,1,Offline,Yes,Yes,4,Intermediate,99,No,No,No,Programming,1,Software,Single,No,Family,No,3.75,No,3.75,12,30000
10625,2019,Male,21,2019,BCSE,8,Yes,Yes,2,1,Offline,Yes,Yes,1,Intermediate,95,No,No,Yes,Programming,2,Software,Single,Yes,Family,No,3.94,No,3.88,90,30000
10626,2022,Female,21,2019,BCSE,1,Yes,Yes,2,1,Offline,Yes,No,5,Intermediate,100,No,No,Yes,Networking,1,Software,Single,No,Family,No,0.00,No,0.00,0,40000
10627,2022,Female,20,2020,BCSE,1,Yes,No,2,1,Offline,Yes,Yes,2,Basic,99,No,No,Yes,Programming,2,Software,Single,No,Family,No,4.00,No,4.00,13,62488
10628,2020,Female,21,2018,BCSE,8,Yes,No,2,2,Offline,Yes,Yes,2,Intermediate,80,No,No,Yes,Web development,1,Software,Engaged,No,Family,Yes,3.50,No,3.63,87,90000
10629,2022,Male,19,2020,BCSE,2,Yes,No,3,1,Online,Yes,Yes,2,Basic,85,No,No,No,Cyber security,1,Software,Single,No,Family,No,1.91,No,1.75,6,300000
10630,2022,Male,20,2021,BCSE,2,Yes,Yes,2,2,Offline,Yes,Yes,1,Basic,90,No,No,No,i don't,1,Software,Single,No,Family,No,3.85,No,3.85,11,30000
10631,2020,Male,22,2019,BCSE,8,No,Yes,1,1,Offline,Yes,Yes,2,Basic,95,No,No,Yes,Video editing,2,Machine Learning,Single,Yes,Bachelor,No,1.97,No,2.77,85,40000
10632,2022,Male,20,2020,BCSE,2,Yes,Yes,2,1,Offline,Yes,Yes,2,Intermediate,98,No,No,Yes,Programming,3,Software,Single,No,Family,No,3.51,No,3.51,11,40000
10633,2022,Male,21,2019,BCSE,2,No,No,3,2,Offline,Yes,Yes,2,Basic,95,No,No,Yes,Programming,2,Artificial Intelligence,Single,No,Bachelor,No,3.85,No,3.85,11,20000
10634,2022,Female,20,2020,BCSE,2,Yes,Yes,3,3,Offline,Yes,Yes,5,Basic,90,No,No,Yes,Programming,2,Software,Single,No,Family,No,4.00,No,4.00,11,50000
10635,2022,Male,19,2020,BCSE,2,No,No,4,2,Offline,Yes,Yes,1,Basic,90,No,No,Yes,Programming,1,Artificial Intelligence,Single,No,Bachelor,No,3.21,No,3.21,11,40000
10636,2020,Female,22,2019,BCSE,8,Yes,No,3,2,Offline,Yes,Yes,2,Intermediate,95,No,No,Yes,Software Development,2,Hardware,Single,Yes,Family,No,3.15,No,3.65,84,50000
10637,2022,Male,21,2020,BCSE,2,Yes,No,4,3,Offline,Yes,Yes,1,Basic,80,Yes,Yes,Yes,Programming,1,Software,Relationship,Yes,Bachelor,Yes,3.10,No,3.10,14,20000
10638,2019,Male,23,2016,BCSE,10,Yes,No,1,1,Offline,Yes,Yes,2,Intermediate,90,No,No,Yes,Mentoring,3,Machine Learning,Single,No,Bachelor,No,3.22,No,3.47,95,13500
10639,2021,Female,22,2019,BCSE,3,Yes,Yes,3,2,Offline,Yes,Yes,4,Intermediate,70,No,No,No,Programming,2,Machine Learning,Single,No,Family,No,3.52,No,3.77,23,25000
10640,2021,Female,20,2020,BCSE,3,Yes,No,2,2,Offline,Yes,Yes,2,Intermediate,85,No,No,Yes,Programming,1,Software,Single,No,Family,No,3.24,No,3.32,23,80000
10641,2019,Male,23,2017,BCSE,11,No,Yes,10,3,Offline,Yes,Yes,2,Intermediate,90,No,No,No,Programming,4,Software,Single,Yes,Bachelor,Yes,3.94,Yes,3.95,126,25000
10642,2020,Female,22,2018,BCSE,8,No,No,4,1,Online,Yes,Yes,7,Intermediate,80,No,No,No,Graphics design,1,Machine Learning,Single,Yes,Family,No,2.50,No,2.85,90,70000
10643,2020,Female,21,2018,BCSE,8,No,Yes,3,1,Offline,Yes,Yes,3,Basic,88,No,No,No,graphic design,5,NETWORKING,Single,No,Bachelor,Yes,2.65,No,2.85,70,35000
10644,2021,Male,20,2020,BCSE,2,Yes,Yes,1,4,Online,Yes,No,6,Intermediate,80,No,No,No,Software Development,1,Software,Single,No,Family,No,2.91,No,2.91,11,25000
10645,2015,Male,26,2014,BCSE,22,No,Yes,5,4,Offline,Yes,Yes,1,Intermediate,100,Yes,Yes,Yes,Programming,1,Software,Single,No,Bachelor,No,3.22,No,2.83,103,25000
10646,2020,Male,21,2019,BCSE,7,Yes,Yes,1,1,Offline,Yes,Yes,1,Basic,100,No,No,No,Web development,1,Software,Single,Yes,Family,No,3.67,No,3.48,75,62488
10647,2022,Female,21,2019,BCSE,2,Yes,No,1,2,Offline,Yes,Yes,2,Intermediate,99,No,No,No,Programming,2,Software,Single,No,Bachelor,No,4.00,No,4.00,12,30000
10648,2022,Male,21,2020,BCSE,2,Yes,Yes,3,1,Offline,Yes,Yes,5,Basic,95,No,No,Yes,Programming,1,Machine Learning,Single,Yes,Family,No,3.92,No,3.92,12,35000
10649,2019,Male,23,2018,BCSE,11,No,No,6,2,Online,Yes,Yes,6,Advance,90,No,No,Yes,Web development,5,UI/UX,Single,No,Bachelor,No,3.02,No,3.05,123,40000
10650,2020,Female,21,2019,BCSE,8,No,Yes,13,2,Online,Yes,Yes,1,Advance,100,No,No,No,Programming,2,NETWORKING,Single,No,Family,No,3.77,No,3.69,88,5000
10651,2021,Male,21,2020,BCSE,4,No,Yes,2,1,Offline,Yes,Yes,3,Intermediate,96,No,No,Yes,Programming,1,Software,Single,Yes,Family,No,3.89,No,3.70,35,90000
10652,2014,Female,25,2013,BCSE,15,No,Yes,4,3,Offline,Yes,Yes,1,Intermediate,90,Yes,No,Yes,Networking,2,Software,Married,No,Family,No,3.06,No,2.86,140,40000
10653,2019,Male,21,2019,BCSE,8,No,Yes,1,2,Online,Yes,Yes,4,Intermediate,57,Yes,No,No,Programming,3,Software,Single,Yes,Family,Yes,3.66,No,3.01,77,45000
10654,2020,Female,22,2018,BCSE,8,Yes,Yes,3,1,Offline,Yes,Yes,3,Basic,100,Yes,No,Yes,Networking,4,NETWORKING,Single,No,Bachelor,No,2.15,No,2.54,70,25000
10655,2017,Male,24,2017,BCSE,9,Yes,Yes,1,1,Online,Yes,Yes,1,Intermediate,85,No,No,No,Programming,2,Software,Single,No,Family,No,3.39,No,3.29,90,40000
10656,2019,Female,22,2018,BCSE,11,No,No,2,1,Offline,Yes,Yes,2,Intermediate,95,No,No,Yes,Web development,1,Software,Single,No,Family,No,3.78,No,3.54,125,60000
10657,2017,Male,25,2016,BCSE,16,No,Yes,6,3,Online,Yes,Yes,4,Intermediate,90,No,No,Yes,Software Development,4,Software,Single,Yes,Family,No,3.51,No,3.51,143,100000
10658,2020,Male,22,2016,BCSE,7,No,Yes,1,1,Offline,Yes,Yes,2,Intermediate,60,No,No,Yes,Programming,1,Hardware,Single,No,Bachelor,Yes,2.92,No,2.90,58,62488
10659,2019,Female,21,2019,BCSE,8,No,Yes,5,2,Offline,Yes,Yes,3,Advance,90,Yes,No,Yes,Networking,2,NETWORKING,Engaged,Yes,Bachelor,No,2.13,No,2.45,87,40000
10660,2020,Male,22,2019,BCSE,7,No,No,2,1,Offline,Yes,Yes,2,Intermediate,80,No,No,No,Programming,1,Software,Single,No,Bachelor,Yes,3.40,No,2.80,80,35000
10661,2022,Female,20,2020,BCSE,1,Yes,Yes,3,2,Offline,Yes,Yes,2,Intermediate,98,No,No,Yes,Programming,1,Software,Single,Yes,Family,No,0.00,No,0.00,0,30000
10662,2020,Female,21,2019,BCSE,8,Yes,Yes,2,2,Offline,Yes,Yes,1,Intermediate,80,No,No,Yes,Machine Learning,3,Machine Learning,Single,Yes,Family,Yes,3.40,No,3.50,87,40000
10663,2021,Male,20,2020,BCSE,4,No,Yes,1,1,Offline,Yes,Yes,1,Basic,100,No,No,Yes,Market Analysis,1,Software,Single,Yes,Family,No,2.59,No,3.01,24,40000
10664,2020,Female,21,2019,BCSE,8,Yes,No,2,1,Offline,Yes,Yes,3,Intermediate,97,No,No,Yes,Programming,1,Software,Single,Yes,Family,No,3.78,No,3.77,87,15000
10665,2022,Male,20,2020,BCSE,2,Yes,Yes,2,1,Online,Yes,Yes,10,Basic,95,No,No,No,Programming,2,Software,Single,No,Family,No,1.75,No,1.75,11,30000
10666,2020,Male,22,2019,BCSE,7,No,No,0,0,Offline,Yes,Yes,2,Intermediate,98,No,No,No,Programming,0,Hardware,Single,Yes,Bachelor,Yes,3.40,No,3.65,75,50000
10667,2021,Female,21,2021,BCSE,3,Yes,No,7,2,Offline,Yes,Yes,3,Basic,99,Yes,Yes,Yes,Programming,1,Hardware,Single,No,Bachelor,No,1.52,No,1.64,8,60000
10668,2019,Female,22,2018,BCSE,11,No,Yes,2,1,Offline,Yes,Yes,4,Advance,90,No,No,Yes,Programming,3,NETWORKING,Single,Yes,Family,Yes,3.66,No,3.37,123,60000
10669,2020,Male,20,2019,BCSE,8,No,No,1,3,Offline,Yes,Yes,2,Intermediate,90,Yes,No,No,Web development,3,Web Development,Single,Yes,Bachelor,No,3.50,No,3.12,90,25000
10670,2019,Female,23,2017,BCSE,11,No,Yes,2,1,Offline,Yes,Yes,4,Intermediate,70,No,No,Yes,Programming,2,Software,Single,Yes,Family,No,3.59,No,3.55,123,50000
10671,2021,Male,20,2019,BCSE,3,Yes,No,4,2,Offline,Yes,Yes,3,Basic,100,No,No,Yes,Programming,3,Software,Single,No,Bachelor,No,3.03,No,3.03,23,7000
10672,2020,Male,23,2018,BCSE,8,Yes,No,2,3,Offline,Yes,Yes,2,Basic,90,No,No,Yes,Programming,1,Software,Single,No,Bachelor,Yes,3.94,No,3.90,91,20000
10673,2021,Male,21,2020,BCSE,2,Yes,Yes,3,2,Offline,Yes,Yes,2,Intermediate,95,No,No,Yes,Programming,3,Hardware,Single,Yes,Family,No,4.00,No,4.00,12,40000
10674,2020,Female,22,2019,BCSE,7,No,Yes,3,2,Offline,Yes,Yes,4,Intermediate,97,No,No,Yes,Programming,3,Hardware,Single,No,Family,No,3.49,No,3.44,80,45000
10675,2020,Female,21,2019,BCSE,8,Yes,Yes,1,3,Online,Yes,Yes,1,Intermediate,90,No,No,Yes,Cyber security,1,UI/UX,Single,Yes,Family,Yes,3.00,No,3.10,87,30000
10676,2019,Male,24,2018,BCSE,11,No,Yes,3,2,Online,Yes,Yes,1,Intermediate,91,No,No,Yes,Web development,6,Hardware,Single,Yes,Family,No,3.45,No,3.34,117,19000
10677,2020,Male,20,2019,BCSE,6,No,No,2,1,Offline,Yes,Yes,4,Intermediate,90,No,No,No,Programming,2,NETWORKING,Single,No,Family,Yes,3.58,No,3.50,72,50000
10678,2019,Female,21,2018,BCSE,11,No,No,4,3,Online,Yes,Yes,3,Advance,80,Yes,Yes,Yes,Programming,1,NETWORKING,Married,No,Family,No,2.96,No,2.61,96,100000
10679,2021,Female,21,2019,BCSE,3,Yes,No,2,1,Offline,Yes,Yes,2,Intermediate,90,No,No,Yes,Programming,1,Software,Single,Yes,Bachelor,No,3.38,No,3.53,24,40000
10680,2021,Female,20,2020,BCSE,3,Yes,No,2,1,Offline,Yes,Yes,3,Intermediate,95,No,No,Yes,Programming,1,Software,Single,Yes,Bachelor,No,3.12,No,3.07,24,50000
10681,2018,Male,24,2017,BCSE,13,No,No,3,1,Online,Yes,Yes,2,Basic,98,Yes,No,Yes,Programming,2,UI/UX,Married,No,Bachelor,No,2.86,No,2.88,133,30000
10682,2019,Female,20,2019,BCSE,10,No,No,4,2,Offline,Yes,Yes,1,Basic,90,No,No,Yes,Web development,1,Data Science,Single,No,Family,No,3.10,No,3.27,88,45000
10683,2021,Male,23,2020,BCSE,2,Yes,Yes,1,2,Offline,Yes,Yes,1,Intermediate,95,No,No,No,Programming,2,Software,Single,No,Family,No,3.92,No,3.92,11,20000
10684,2018,Male,24,2017,BCSE,14,No,No,3,3,Offline,Yes,Yes,5,Advance,95,Yes,No,No,Programming,2,Software,Relationship,No,Family,No,2.76,No,2.64,136,25000
10685,2019,Female,22,2018,BCSE,10,Yes,No,2,1,Offline,Yes,Yes,6,Intermediate,70,No,No,Yes,Python,1,Machine Learning,Single,Yes,Bachelor,Yes,3.52,No,3.78,112,62488
10686,2019,Male,23,2017,BCSE,11,Yes,No,3,2,Offline,No,Yes,1,Intermediate,90,No,No,No,Web development,3,Software,Relationship,Yes,Bachelor,No,4.00,No,3.90,123,25000
10687,2020,Male,23,2019,BCSE,8,Yes,Yes,3,1,Offline,Yes,Yes,3,Advance,90,No,No,No,Programming,2,Machine Learning,Single,No,Family,No,3.84,No,3.78,90,62488
10688,2019,Female,22,2018,BCSE,11,No,Yes,1,1,Offline,Yes,Yes,6,Intermediate,86,No,No,No,Programming,2,Software,Single,No,Family,No,3.44,No,3.46,125,300000
10689,2019,Male,21,2018,BCSE,10,No,Yes,3,3,Online,Yes,Yes,2,Basic,99,No,No,Yes,Programming,1,Software,Single,No,Bachelor,No,3.11,No,3,105,62488
10690,2022,Male,21,2020,BCSE,2,Yes,Yes,4,1,Offline,Yes,Yes,2,Basic,100,No,No,Yes,Programming,1,Software,Single,Yes,Bachelor,No,2.98,No,2.98,11,30000
10691,2022,Male,20,2020,BCSE,2,Yes,No,3,2,Offline,Yes,Yes,6,Basic,100,No,No,No,Programming,3,Software,Single,No,Bachelor,No,3.43,No,3.43,12,25000
10692,2022,Male,21,2020,BCSE,2,Yes,No,9,3,Offline,Yes,Yes,3,Advance,90,No,No,Yes,Programming,2,Software,Single,Yes,Bachelor,No,3.98,No,3.98,28,40000
10693,2013,Female,26,2012,BCSE,9,No,Yes,2,2,Offline,Yes,Yes,2,Basic,90,Yes,No,Yes,Networking,3,NETWORKING,Married,Yes,Family,No,3.08,No,3.15,89,50000
10694,2019,Female,22,2017,BCSE,11,No,No,2,2,Online,Yes,Yes,2,Intermediate,100,No,No,Yes,Programming,5,Machine Learning,Single,Yes,Family,Yes,3.10,No,3.16,122,20000
10695,2021,Male,19,2020,BCSE,4,No,Yes,3,2,Offline,Yes,Yes,1,Basic,95,Yes,No,No,Problem solving,1,Software,Single,No,Family,No,2.37,No,2.46,31,50000
10696,2022,Male,20,2018,BCSE,1,Yes,No,4,2,Offline,Yes,Yes,2,Intermediate,85,No,No,No,Programming,2,Software,Single,Yes,Bachelor,No,0.00,No,0.00,0,30000
10697,2022,Male,21,2019,BCSE,2,Yes,No,1,2,Offline,Yes,Yes,2,Basic,90,No,No,No,Programming,1,Software,Single,No,Bachelor,No,3.58,No,3.58,12,40000
10698,2019,Male,22,2019,BCSE,8,Yes,Yes,4,2,Offline,Yes,Yes,3,Advance,100,No,Yes,Yes,Programming,4,NETWORKING,Single,Yes,Bachelor,Yes,3.36,Yes,3.47,87,80000
10699,2022,Female,18,2021,BCSE,1,Yes,Yes,3,2,Offline,Yes,Yes,2,Advance,95,No,No,Yes,Haven't started yet,1,Software,Single,No,Family,No,0.00,No,0.00,0,150000
10700,2022,Female,20,2021,BCSE,1,Yes,No,2,2,Online,Yes,Yes,1,Intermediate,95,No,No,Yes,Haven't started yet,2,Software,Single,No,Family,No,0.00,No,0.00,0,45000
10701,2022,Male,19,2021,BCSE,1,Yes,Yes,4,2,Offline,Yes,Yes,2,Basic,62,No,No,Yes,Web development,2,Software,Single,Yes,Bachelor,No,0.00,No,0.00,0,20000
10702,2021,Male,22,2020,BCSE,5,No,Yes,3,3,Offline,Yes,Yes,3,Intermediate,90,Yes,No,Yes,Programming,2,Software,Single,Yes,Bachelor,Yes,2.90,No,2.19,36,60000
10703,2022,Male,20,2019,BCSE,2,No,No,4,2,Offline,Yes,Yes,3,Intermediate,90,No,No,Yes,Programming,1,Software,Single,Yes,Bachelor,No,3.32,No,3.25,12,30000
10704,2020,Male,22,2019,BCSE,8,No,No,6,2,Offline,Yes,Yes,2,Intermediate,0,Yes,No,Yes,Programming,1,Software,Single,No,Bachelor,No,3.30,No,3.15,90,36000
10705,2019,Male,23,2017,BCSE,10,No,No,4,2,Offline,Yes,Yes,3,Intermediate,95,No,No,No,Programming,6,Software,Single,No,Bachelor,No,3.92,No,3.78,123,30000
10706,2014,Female,25,2013,BCSE,24,No,No,1,1,Online,Yes,Yes,12,Intermediate,80,Yes,Yes,Yes,Software Development,4,Software,Married,No,Family,Yes,2.80,Yes,2.50,115,20000
10707,2022,Male,21,2020,BCSE,2,Yes,No,3,2,Online,Yes,No,3,Intermediate,98,Yes,No,Yes,Programming,2,Software,Single,Yes,Bachelor,No,3.33,No,2.90,12,20000
10708,2020,Male,22,2017,BCSE,8,Yes,No,3,2,Offline,Yes,Yes,1,Intermediate,87,No,No,No,Web development,3,Software,Single,No,Bachelor,No,3.54,No,3.40,87,30000
10709,2020,Male,23,2018,BCSE,8,Yes,Yes,5,6,Offline,Yes,Yes,2,Intermediate,98,No,No,No,Programming,2,NETWORKING,Single,No,Bachelor,No,3.66,No,3.81,87,38000
10710,2019,Male,24,2018,BCSE,11,No,No,2,2,Offline,Yes,Yes,2,Intermediate,80,No,No,Yes,Software Development,3,Software,Single,Yes,Bachelor,No,3.78,No,3.13,124,15000
10711,2020,Male,21,2019,BCSE,8,No,No,5,4,Offline,Yes,Yes,3,Intermediate,99,No,No,Yes,Programming,1,Software,Single,Yes,Family,Yes,3.82,No,3.81,89,15000
10712,2019,Female,23,2018,BCSE,11,Yes,Yes,4,1,Offline,Yes,Yes,1,Intermediate,95,No,No,Yes,Networking,4,NETWORKING,Single,Yes,Bachelor,Yes,4.00,No,3.93,118,50000
10713,2022,Male,19,2020,BCSE,2,Yes,No,4,2,Offline,Yes,Yes,1,Basic,80,No,No,Yes,Programming,2,Software,Single,Yes,Bachelor,Yes,3.54,No,3.54,11,20000
10714,2022,Male,21,2019,BCSE,2,Yes,No,4,2,Offline,Yes,Yes,2,Basic,95,No,No,Yes,Programming,2,Software,Single,No,Bachelor,No,2.55,No,2.55,11,20000
10715,2018,Male,25,2016,BCSE,12,Yes,No,3,2,Offline,Yes,Yes,2,Advance,90,No,No,No,Web development,2,Software,Single,No,Bachelor,Yes,3.40,Yes,3.40,136,12000
10716,2019,Female,22,2017,BCSE,11,No,No,3,1,Online,Yes,Yes,5,Intermediate,90,No,No,No,Software Development,2,Software,Single,No,Bachelor,No,3.65,No,3.59,126,30000
10717,2020,Female,21,2019,BCSE,8,Yes,Yes,3,2,Offline,Yes,Yes,4,Intermediate,94,No,No,No,Programming,2,Machine Learning,Single,No,Family,No,3.62,No,3.62,85,30000
10718,2019,Male,20,2018,BCSE,9,No,Yes,2,2,Offline,Yes,Yes,1,Basic,90,No,No,No,Learning frontend,1,NETWORKING,Single,No,Family,No,3.70,No,3.45,101,30000
10719,2020,Female,21,2019,BCSE,7,Yes,Yes,3,2,Online,Yes,Yes,2,Intermediate,95,No,No,Yes,Programming,1,Software,Single,Yes,Family,No,3.50,No,3.50,89,55000
10720,2022,Male,21,2020,BCSE,2,Yes,Yes,5,2,Online,Yes,Yes,3,Intermediate,100,No,No,Yes,Programming,4,Competitive programming,Single,No,Family,No,3.48,No,3.48,11,50000
10721,2019,Male,22,2018,BCSE,10,No,No,3,2,Offline,Yes,No,3,Intermediate,100,No,No,Yes,Networking,2,NETWORKING,Relationship,Yes,Bachelor,No,3.01,No,2.92,112,50000
10722,2018,Male,25,2016,BCSE,11,Yes,Yes,4,2,Offline,Yes,Yes,3,Intermediate,100,No,No,Yes,Web development,2,Software,Single,Yes,Family,No,3.86,No,3.56,129,60000
10723,2019,Male,23,2017,BCSE,10,Yes,Yes,4,4,Online,Yes,Yes,10,Intermediate,98,No,No,Yes,Programming,2,Software,Relationship,No,Family,No,3.38,No,3.81,117,15000
10724,2020,Female,22,2019,BCSE,8,Yes,Yes,5,1,Offline,Yes,Yes,2,Intermediate,90,No,No,Yes,Programming,1,Software,Married,No,Family,No,3.07,No,3.42,75,500000
10725,2019,Female,23,2017,BCSE,11,Yes,Yes,3,2,Offline,Yes,Yes,5,Intermediate,96,No,No,No,Programming,3,NETWORKING,Single,No,Family,No,3.59,No,3.56,119,20000
10726,2019,Male,25,2017,BCSE,11,No,No,2,1,Offline,Yes,Yes,6,Intermediate,90,No,No,Yes,Programming,4,Software,Single,Yes,Bachelor,No,2.59,No,3.06,130,50000
10727,2019,Male,23,2018,BCSE,11,No,No,2,3,Offline,Yes,Yes,2,Intermediate,99,Yes,No,No,Web development,0,Hardware,Single,No,Bachelor,No,3.30,No,3.24,130,15000
10728,2019,Female,22,2018,BCSE,11,Yes,Yes,4,4,Offline,Yes,Yes,10,Intermediate,99,No,No,Yes,Web development,2,NETWORKING,Single,Yes,Family,No,3.72,No,3.78,127,62488
10729,2022,Male,19,2020,BCSE,1,Yes,Yes,3,2,Offline,Yes,Yes,2,Basic,100,No,No,Yes,Programming,1,Software,Single,No,Family,No,3.90,No,3.90,11,40000
10730,2018,Male,23,2016,BCSE,13,No,No,2,2,Offline,Yes,Yes,5,Basic,75,Yes,Yes,Yes,Programming,1,Hardware,Single,Yes,Bachelor,No,2.55,No,2.65,120,20000
10731,2021,Male,20,2020,BCSE,4,Yes,No,4,2,Offline,Yes,Yes,2,Basic,85,No,No,No,Programming,3,Software,Single,No,Bachelor,No,3.00,No,2.80,36,20000
10732,2021,Male,22,2021,BCSE,4,Yes,No,4,2,Online,Yes,Yes,2,Basic,80,Yes,No,Yes,Programming,1,Software,Single,No,Bachelor,No,2.00,No,2.59,24,25000
10733,2019,Female,22,2018,BCSE,11,Yes,No,5,2,Offline,Yes,Yes,2,Intermediate,95,No,No,Yes,Programming,4,Software,Single,No,Bachelor,Yes,3.96,No,3.90,135,200000
10734,2022,Male,20,2020,BCSE,2,Yes,Yes,2,2,Offline,Yes,Yes,1,Intermediate,80,No,No,Yes,Programming,1,Software,Single,No,Bachelor,No,3.70,No,3.70,10,25000
